packet_count,byte_count,flow_count,seconds,api_retry
9165,12829814,3,10.01033091545105,0
8866,12408015,3,10.010370016098022,0
8745,12249850,3,10.010365009307861,0
9158,12824624,3,10.010365962982178,0
9197,12874521,3,10.010398864746094,0
8921,12495234,3,10.010355949401855,0
8606,12053915,3,10.010363817214966,0
9142,12802440,3,10.010357856750488,0
9258,12961448,3,10.010357856750488,0
11908,16670827,3,13.025371074676514,1
8716,12208664,3,10.010362148284912,0
9216,12907415,3,10.006865978240967,0
9165,12828754,3,10.001624822616577,0
9163,12828634,3,10.010363101959229,0
8765,12275601,3,10.010356903076172,0
8743,12243914,3,10.0103600025177,0
9246,12950564,3,10.010357141494751,0
9145,12802293,3,10.010324001312256,1
8681,12156846,3,10.010338068008423,0
8939,12520677,3,10.010354995727539,0
9156,12824504,3,10.010365962982178,0
9165,12828754,3,10.010385990142822,0
9167,12829934,3,10.010364055633545,0
8963,12555422,3,10.010363101959229,0
9157,12824889,3,10.010359048843384,0
9166,12828284,3,10.010365009307861,0
11865,16612782,3,13.02593183517456,1
8649,12114706,3,10.010360956192017,0
8998,12601424,3,10.010340929031372,0
9165,12828754,3,10.010369777679443,0
9110,12755231,3,10.010366916656494,0
8722,12214160,3,10.010359048843384,0
8937,12518778,3,10.008464097976685,0
9159,12826069,3,10.010344982147217,0
11908,16669972,3,13.020299196243286,1
8586,12025675,3,10.010360956192017,0
9103,12750382,3,10.010217189788818,0
9159,12826274,3,10.002754926681519,0
9166,12828284,3,10.007676124572754,0
9073,12703537,3,10.004476070404053,0
8639,12100926,3,10.010392904281616,0
9161,12826394,3,10.010359048843384,0
9166,12829344,3,10.008203029632568,0
9143,12802242,3,10.010370016098022,0
11242,15743391,3,13.024663925170898,1
9128,12785512,3,10.010365962982178,0
9191,12866117,3,10.010417938232422,0
8938,12518008,3,10.01036787033081,0
8591,12033694,3,10.010366916656494,0
9144,12804339,3,10.010370969772339,0
9212,12897244,3,10.010372161865234,0
11958,16736331,3,13.018682956695557,1
11395,15960710,3,13.025176048278809,1
9239,12936814,3,10.010367155075073,0
9159,12820145,3,10.010401010513306,0
9157,12820094,3,10.010365009307861,0
8628,12084503,3,10.010358810424805,0
8921,12496594,3,10.010356903076172,0
9227,12920006,3,10.010370016098022,0
9165,12829609,3,10.010365962982178,0
8667,12137010,3,10.010361909866333,0
11681,16361305,3,13.02591609954834,1
11907,16668322,3,13.024770021438599,1
9164,12829224,3,10.010364055633545,0
9019,12630878,3,10.010380029678345,0
9144,12807696,3,10.010363101959229,0
9163,12827369,3,10.010354042053223,0
9164,12828164,3,10.010380983352661,0
9086,12724156,3,10.010382890701294,0
8561,11989446,3,10.010379076004028,0
9114,12766356,3,10.010363101959229,0
9208,12891080,3,10.010361909866333,1
9018,12625327,3,10.004465103149414,0
8744,12249016,3,10.003256797790527,0
9154,12822156,3,10.00394892692566,0
9253,12953634,3,10.010350942611694,0
9166,12830199,3,10.0103280544281,0
8664,12134927,3,10.010370969772339,0
9148,12813072,3,10.010359048843384,0
9259,12962038,3,10.010354042053223,0
9158,12819760,3,10.010354042053223,0
8919,12490833,3,10.010348081588745,0
11344,15890296,3,13.024042844772339,1
9166,12828284,3,10.007086038589478,1
9127,12778210,3,10.01033902168274,0
8565,11997050,3,10.010372877120972,0
9082,12720859,3,10.010376930236816,0
9160,12825804,3,10.010347127914429,0
9160,12820735,3,10.003923892974854,0
8598,12043612,3,10.010357856750488,0
9017,12627470,3,10.010355234146118,0
9158,12825479,3,10.010362148284912,0
11916,16679556,3,13.026022911071777,1
9024,12635715,3,10.007097959518433,0
8704,12189628,3,10.010354995727539,0
9158,12825684,3,10.0103600025177,0
9161,12821325,3,10.010356903076172,0
9080,12714584,3,10.010358095169067,0
8626,12080376,3,10.010359048843384,0
9066,12698675,3,10.007785081863403,0
9160,12825804,3,10.010355949401855,0
11627,16279309,3,13.023474216461182,2
9159,12825009,3,10.006358861923218,0
9158,12819760,3,10.010361909866333,0
9166,12829344,3,10.010184049606323,0
8831,12369174,3,10.004570960998535,0
9161,12826394,3,10.010365962982178,2
9232,12921583,3,10.010364055633545,0
9113,12759162,3,10.010356187820435,0
11183,15664222,3,13.01865816116333,1
9150,12813872,3,10.004501819610596,0
9244,12938596,3,10.010365962982178,0
8896,12458731,3,10.010361194610596,0
8657,12126138,3,10.010355949401855,0
9211,12899426,3,10.010329961776733,0
9166,12831436,3,10.010354995727539,0
9165,12828754,3,10.010159015655518,0
8955,12541257,3,10.010365962982178,0
11960,16750596,3,13.024362087249756,2
9165,12828754,3,10.010327816009521,0
