packet_count,byte_count,flow_count,seconds,api_retry
41425,1270210865,3,2.9087066650390625e-05,0
20707,120789253,3,10.01036787033081,0
20904,121068156,3,20.030232191085815,0
20689,120761826,3,10.010370969772339,0
20959,121142182,3,20.02984595298767,0
20704,120783176,3,10.010374069213867,0
20962,121149060,3,20.027167081832886,0
20757,120860206,3,10.010380983352661,0
20968,121155899,3,20.033142805099487,0
20758,120858512,3,10.009487867355347,0
20897,121054734,3,20.020827054977417,0
20701,120779750,3,10.010371923446655,0
58452,449016086,3,47.21191096305847,9
6019,375581525,3,41.162193059921265,7
20771,120880478,3,69.2640790939331,13
20701,120778621,3,10.003237962722778,0
6299,375971214,3,31.121191024780273,7
20859,120998155,3,44.194782972335815,8
20738,120837856,3,109.46734714508057,23
20948,121124236,3,10.001494884490967,0
46760,157273664,3,23.061690092086792,1
20702,120784647,3,20.026909112930298,0
20732,120817412,3,10.010355949401855,0
20734,120826936,3,20.035671949386597,0
20731,120821142,3,10.010365009307861,0
20804,120924320,3,20.043992042541504,0
20720,120808063,3,10.00660514831543,0
20790,120905844,3,20.042677879333496,0
20791,120904014,3,10.009626865386963,0
20998,121192444,3,10.008316993713379,0
20782,120893039,3,20.03526496887207,0
21011,121216882,3,10.0103919506073,0
20791,120905998,3,20.032705068588257,0
20911,121076362,3,10.000596046447754,0
20703,120784609,3,20.03961181640625,0
20932,121099592,3,10.007052183151245,0
20718,120800676,3,20.031586170196533,0
20955,121137538,3,10.01040506362915,0
7093,193511006,3,16.035070180892944,2
6351,376051773,3,105.48974609375,25
20720,120808415,3,56.23118019104004,12
20715,120798418,3,20.03436589241028,0
20717,120797582,3,10.010363101959229,0
20954,121133347,3,10.010379791259766,0
20774,120883891,3,20.04478096961975,0
20939,121113070,3,10.000923156738281,0
20643,120698302,3,20.02358388900757,0
20950,121130391,3,10.010388135910034,0
20718,120800784,3,20.034480094909668,0
20946,121123899,3,10.010363817214966,0
20773,120876982,3,20.034600019454956,0
20961,121141661,3,38.12386512756348,6
30743,593785933,3,49.211833000183105,13
33231,230115728,3,149.65275812149048,33
30924,594038054,3,62.24003601074219,14
6189,375818572,3,63.250258922576904,11
12110,1577351996,3,140.72456908226013,40
6361,376061382,3,211.06277894973755,60
7527,194110029,3,75.3126471042633,15
20715,120802058,3,10.003965139389038,0
7141,193574605,3,50.204187870025635,10
20023,303413245,3,25.111100912094116,5
6262,375919259,3,68.34578108787537,16
3873,739729132,3,61.2974591255188,17
20996,121198932,3,10.010396957397461,0
20747,120841357,3,109.51643109321594,23
21066,121285252,3,20.035616874694824,0
20690,120765324,3,10.005238056182861,0
20990,121187411,3,20.04387092590332,0
20718,120803584,3,10.01016902923584,0
20726,120807199,3,10.01036787033081,0
20629,120677298,3,20.02442717552185,0
20704,120784480,3,10.009262084960938,0
20695,120766398,3,20.03027582168579,0
20722,120810603,3,10.010359048843384,0
20733,120826782,3,20.034904956817627,0
20740,120834660,3,10.010374069213867,0
20847,120985642,3,20.6462140083313,0
21054,121273584,3,10.010344982147217,0
20785,120896670,3,20.033416986465454,0
20950,121129288,3,10.005283832550049,0
20715,120800929,3,20.027999877929688,0
20927,121098058,3,10.006347894668579,0
20661,120723950,3,23.039432048797607,1
20655,120718210,3,20.024779796600342,0
20723,120807849,3,10.01019811630249,0
20735,120824468,3,20.02457904815674,0
7149,193593014,3,16.041399002075195,2
46678,157167423,3,26.054781198501587,2
20778,120888112,3,42.10847806930542,4
31146,594344218,3,49.24649691581726,13
44371,521089933,3,121.83367395401001,27
7368,193896512,3,29.07371211051941,3
5873,375373593,3,31.107527017593384,7
20781,120896214,3,139.60856819152832,33
20807,120928618,3,10.009742975234985,0
20620,120667612,3,20.028094053268433,0
20721,120811617,3,10.010344982147217,0
20726,120812827,3,20.032685041427612,0
21061,121284370,3,23.06439995765686,1
20709,120793654,3,10.004265069961548,0
21000,121200664,3,20.043731927871704,0
20676,120744115,3,10.01036787033081,0
20985,121174720,3,20.039893865585327,0
20703,120780250,3,10.00796890258789,0
20699,120778065,3,10.010357141494751,0
20703,120781785,3,20.030097007751465,0
20685,120751938,3,10.00564694404602,0
29598,775758014,3,74.30634093284607,18
19608,302824167,3,47.19209003448486,9
20818,120940799,3,35.13876795768738,5
20727,120818622,3,10.00817608833313,0
20752,120844495,3,20.03581690788269,0
20813,120937946,3,10.007987976074219,0
20657,120718574,3,20.027814149856567,0
20797,120912405,3,10.009684085845947,0
20762,120864799,3,20.043285131454468,0
20705,120781050,3,10.005859851837158,0
20976,121165252,3,10.010084867477417,0
20702,120779211,3,20.025642156600952,0
