port_no,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errorrx_packetss,tx_errors,rx_frame_err,rx_over_err,rx_crc_err,collisions,duration_sec,duration_nsec,seconds,api_retry
1,6149289,19058522,12584261,23979110,0,0,0,0,0,0,0,0,4177526784,364558336,2.7179718017578125e-05,0
1,1,1,2376,0,0,0,0,0,0,0,0,0,0,-30208,10.001935005187988,0
1,0,1,0,426,0,0,0,0,0,0,0,0,0,0,10.01021409034729,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,30208,10.003725051879883,0
1,1,0,389,0,0,0,0,0,0,0,0,0,0,0,10.009994983673096,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.007333040237427,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.010226964950562,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00393795967102,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.007294178009033,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00578498840332,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.010211944580078,0
1,0,0,389,0,0,0,0,0,0,0,0,0,0,0,10.007136821746826,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01010799407959,0
1,0,2,0,0,0,0,0,0,0,0,0,0,0,-30208,13.02473783493042,1
1,0,0,0,426,0,0,0,0,0,0,0,0,0,30208,10.0103600025177,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.003419876098633,0
1,1,0,389,0,0,0,0,0,0,0,0,0,0,0,13.028810977935791,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00696611404419,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.031621932983398,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01009202003479,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.010154008865356,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.010138034820557,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.008174896240234,0
1,0,0,389,0,0,0,0,0,0,0,0,0,0,0,10.00711989402771,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.009427070617676,0
1,0,2,0,426,0,0,0,0,0,0,0,0,0,-30208,10.00839900970459,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,30208,10.010359764099121,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.006879806518555,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.010219812393188,0
1,1,0,389,0,0,0,0,0,0,0,0,0,0,0,10.002285957336426,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.008929967880249,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0103280544281,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0101900100708,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.009191036224365,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.010409116744995,0
1,1,0,389,0,0,0,0,0,0,0,0,0,0,0,10.009639024734497,0
1,0,2,0,0,0,0,0,0,0,0,0,0,0,-30208,13.028378009796143,1
1,0,0,0,426,0,0,0,0,0,0,0,0,0,30208,10.003324031829834,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.010219812393188,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.023278951644897,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.006874084472656,0
1,1,0,389,0,0,0,0,0,0,0,0,0,-1342111744,-30208,13.026202917098999,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,30208,10.007189989089966,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.010223865509033,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01036810874939,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.008906126022339,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.008493900299072,0
1,1,0,389,0,0,0,0,0,0,0,0,0,0,0,10.010390043258667,0
1,0,2,0,426,0,0,0,0,0,0,0,0,1342111744,-30208,10.009047985076904,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,30208,10.010164976119995,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.000493049621582,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.010210990905762,0
